ResponseId,Q120,MainBranch,Age,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,TechList,BuyNewTool,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,AISearchHaveWorkedWith,AISearchWantToWorkWith,AIDevHaveWorkedWith,AIDevWantToWorkWith,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,SOAI,AISelect,AISent,AIAcc,AIBen,AIToolInterested in Using,AIToolCurrently Using,AIToolNot interested in Using,AINextVery different,AINextNeither different nor similar,AINextSomewhat similar,AINextVery similar,AINextSomewhat different,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,ProfessionalTech,Industry,SurveyLength,SurveyEase,ConvertedCompYearly
75827,I agree,I code primarily as a hobby,Under 18 years old,"Student, full-time;Not employed, and not looking for work",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;How-to videos;Video-based Online Courses;Stack Overflow,,2,,,,,Other,Start a free trial;Ask developers I know/work with,United States of America,,,Python,JavaScript;Rust,MongoDB,,,,,,NumPy;Opencv;Pandas,TensorFlow,Pip,Cargo;Docker,Visual Studio Code,,Windows,,,,Discord,,ChatGPT,,,,Stack Overflow,A few times per week,Not sure/can't remember,,"No, not really",Good idea 👍,"No, but I plan to soon",Very favorable,,Somewhat trust,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
75837,I agree,I am learning to code,18-24 years old,"Student, full-time",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Colleague;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Stack Overflow,Codecademy;Udemy,3,,,,,,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Argentina,,,Python,SQL,SQLite,PostgreSQL,,,Django,Django,,,Pacman;Pip,Pacman;Pip,Visual Studio Code,Visual Studio Code,Arch,Arch,,,Discord,Discord,ChatGPT,,,,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,,"No, but I plan to soon",Unsure,,Somewhat distrust,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
75853,I agree,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Stack Overflow,,17,7,Data scientist or machine learning specialist,100 to 499 employees,I have a great deal of influence,Other,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Canada,CAD	Canadian dollar,137000.0,Python,Python,PostgreSQL,PostgreSQL;Snowflake,Amazon Web Services (AWS),Google Cloud;Microsoft Azure,Flask,FastAPI;Flask,NumPy;Opencv;RabbitMQ;Scikit-Learn;Torch/PyTorch,Hugging Face Transformers;NumPy;Opencv;Pandas;Scikit-Learn;Torch/PyTorch,Docker;Pip,bandit;Docker;Make;Pip,Notepad++;PyCharm;Vim,Nano;Notepad++;PyCharm;Vim,Windows,Ubuntu;Windows,Confluence;GitHub Discussions;Jira,Azure Devops;Confluence;GitHub Discussions;Jira,Google Meet;Microsoft Teams;Slack;Telegram;Zoom,Google Meet;Microsoft Teams;Slack;Telegram;Zoom,,,,,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",Propose a good question title,Yes,Very favorable,Other (please explain);Increase productivity,Neither trust nor distrust,,Writing code;Documenting code;Testing code,Learning about a codebase;Project planning;Debugging and getting help;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,,,,,Writing code;Documenting code;Testing code,Yes,People manager,7.0,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Strongly agree,Disagree,Never,6-10 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;AI-assisted technology tool(s),"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,101861.0
75997,I agree,I am learning to code,Under 18 years old,"Student, full-time",,,Primary/elementary school,"School (i.e., University, College, etc);Other (please specify):",,,4,,,,,Other,Other (please specify):,United States of America,,,Python,Python,,,,,,,,,,,Visual Studio Code,Visual Studio Code,Windows,Windows,,,,,,,,,Stack Overflow,Less than once per month or monthly,Yes,Less than once per month or monthly,Neutral,"Good titles are hard to think of, so using AI for titles is a good idea","No, and I don't plan to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
76025,I agree,I am learning to code,18-24 years old,"Student, full-time",,,Some college/university study without earning a degree,"Books / Physical media;Online Courses or Certification;School (i.e., University, College, etc)",,edX;Udemy,2,,,,,Given a list,Ask developers I know/work with;Visit developer communities like Stack Overflow;Ask a generative AI tool,United States of America,,,Python,Java;Rust;SQL,,,,,Django,Django;Spring Boot;Svelte,,,Pip,Cargo;Docker;Kubernetes;Terraform,PyCharm;Visual Studio Code,,MacOS,MacOS,Jira,,Microsoft Teams,,Bing AI;ChatGPT;WolframAlpha;You.com,ChatGPT;WolframAlpha,GitHub Copilot,GitHub Copilot,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",,Yes,Very favorable,Increase productivity;Greater efficiency;Speed up learning,Neither trust nor distrust,,Debugging and getting help;Testing code,,,,Debugging and getting help;Testing code,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
76109,I agree,I code primarily as a hobby,18-24 years old,"Student, full-time",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Books;How-to videos;Written Tutorials;Click to write Choice 20;Stack Overflow,,5,,,,,Other,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,United States of America,,,Python,C;Python;Rust,MySQL,PostgreSQL,,,Node.js,Node.js,Qt,,Cargo;CMake;GNU GCC;LLVM's Clang;QMake,Cargo;CMake;GNU GCC;LLVM's Clang,Vim;Visual Studio Code,Vim,Ubuntu;Windows,Ubuntu,,,Discord;Google Chat,Discord;Google Chat,,,,,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",,"No, and I don't plan to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Too short,Easy,
76128,I agree,I am learning to code,25-34 years old,I prefer not to say,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Written Tutorials;Stack Overflow;Interactive tutorial,Other,1,,,,,Given a list,Start a free trial,"Iran, Islamic Republic of...",,,Python,,,,Google Cloud,,,,NumPy;Pandas,,Pip,,Jupyter Notebook/JupyterLab;Notepad++;Visual Studio;Visual Studio Code,,Windows;Windows Subsystem for Linux (WSL),Windows Subsystem for Linux (WSL),,,Google Meet;Skype;Telegram;Whatsapp;Zoom,,,,,,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",,"No, but I plan to soon",Indifferent,,Neither trust nor distrust,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
76200,I agree,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","On the job training;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Stack Overflow;Interactive tutorial,,10,7,Data scientist or machine learning specialist,"10,000 or more employees",I have little or no influence,,,India,INR	Indian rupee,4000000.0,Python,Python,,,,,,,Torch/PyTorch,Torch/PyTorch,,,Jupyter Notebook/JupyterLab;Visual Studio Code,Jupyter Notebook/JupyterLab;Visual Studio Code,MacOS,MacOS,Markdown File,Markdown File,Google Meet;Microsoft Teams;Zoom,Microsoft Teams,ChatGPT,ChatGPT,,,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Daily or almost daily,Yes,Daily or almost daily,"Yes, definitely","For triage, formatting of Questions and answers, identifying relevant answers from different questions in SO","No, and I don't plan to",,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,48468.0
76304,I agree,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,Hobby,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum)","Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Stack Overflow;Interactive tutorial",Coursera,20,15,Research & Development role,"5,000 to 9,999 employees",I have little or no influence,,Ask developers I know/work with;Visit developer communities like Stack Overflow,Australia,AUD	Australian dollar,140000.0,Python,Julia;Python;Rust,,,Amazon Web Services (AWS),Amazon Web Services (AWS),,,NumPy;Pandas;Scikit-Learn,NumPy;Pandas;Scikit-Learn;Torch/PyTorch,Pacman;Pip,Pacman;Pip,Jupyter Notebook/JupyterLab;Vim;Visual Studio Code,Helix;Jupyter Notebook/JupyterLab;Vim;Visual Studio Code,Arch,Ubuntu,Azure Devops;Confluence;Markdown File,Azure Devops;Confluence;Markdown File,Microsoft Teams,,,,,,Stack Overflow,A few times per week,Not sure/can't remember,,"No, not really",Formatting / grammar / determining if a question is unclear or an answer doesnt address all components of a question,"No, but I plan to soon",Indifferent,,Somewhat distrust,,,,,,,,,Yes,Individual contributor,20.0,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Never,Never,Never,15-30 minutes a day,30-60 minutes a day,DevOps function,Other,Appropriate in length,Easy,92545.0
76395,I agree,"I used to be a developer by profession, but no longer am",55-64 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Some college/university study without earning a degree,Books / Physical media;On the job training,,,40,40,System administrator,,,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Greece,,,Python,Python,MariaDB;Microsoft SQL Server;MySQL,MariaDB;Microsoft SQL Server;MySQL,,,Flask,Flask,,,,,PyCharm;WebStorm,PyCharm;WebStorm,Ubuntu,Ubuntu;Windows,Jira,Jira,,,,,,,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per week,"Yes, somewhat",,"No, and I don't plan to",,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,Too long,Easy,
76523,I agree,I am learning to code,Under 18 years old,"Student, full-time",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Recorded coding sessions,,3,,,,,Other,Ask developers I know/work with,Australia,,,Python,C;C++;Haskell;JavaScript;Python;Rust,,,,,,,,,,,Visual Studio Code,Visual Studio Code,MacOS,MacOS,,,Discord,Discord,ChatGPT;WolframAlpha,ChatGPT;WolframAlpha,GitHub Copilot,,Stack Overflow;Stack Exchange,A few times per month or weekly,No,,"No, not really",Sounds good.,"No, but I plan to soon",Indifferent,,Neither trust nor distrust,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
76550,I agree,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Contribute to open-source projects;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Online Courses or Certification,,Udemy,6,4,"Developer, back-end","5,000 to 9,999 employees",I have little or no influence,,Ask developers I know/work with;Visit developer communities like Stack Overflow,India,INR	Indian rupee,,Python,Go,Oracle;PostgreSQL;SQLite,Cassandra;Cockroachdb,Amazon Web Services (AWS);Heroku;Oracle Cloud Infrastructure (OCI),Amazon Web Services (AWS);Heroku;Oracle Cloud Infrastructure (OCI),Django;FastAPI,Django;FastAPI;React,,,pnpm,pnpm,Visual Studio,Android Studio;Visual Studio,Ubuntu,Ubuntu,Notion,Azure Devops;Notion,Zoom,Microsoft Teams;Zoom,ChatGPT,ChatGPT;Google Bard AI,,,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,Neutral,"AI is must for stackoverflow to keep its user base, it can start with provising all relavant ans in one place rather than hoping to multiple pages.","No, but I plan to soon",Favorable,,Neither trust nor distrust,,,,,,,,,Yes,Individual contributor,6.0,Strongly agree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly disagree,1-2 times a week,3-5 times a week,3-5 times a week,30-60 minutes a day,15-30 minutes a day,Microservices;Automated testing;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,"Information Services, IT, Software Development, or other Technology",Too long,Neither easy nor difficult,
76553,I agree,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Colleague;On the job training;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Stack Overflow,,8,7,"Developer, full-stack",100 to 499 employees,I have little or no influence,,Start a free trial;Read ratings or reviews on third party sites like G2 Crowd,Germany,EUR European Euro,88000.0,Python,,PostgreSQL,PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS),,,,,,,IntelliJ IDEA;PyCharm,,MacOS,MacOS,Jira;Miro;Trello,Jira;Miro;Trello,Slack,Slack,,,,,Stack Overflow;Stack Exchange,A few times per week,Not sure/can't remember,,"No, not at all",,"No, but I plan to soon",Favorable,,Somewhat trust,,,,,,,,,Yes,People manager,7.0,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,,Disagree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,DevOps function;Microservices;Automated testing;Observability tools;Innersource initiative;Continuous integration (CI) and (more often) continuous delivery,Advertising Services,Appropriate in length,Easy,94239.0
76630,I agree,I am a developer by profession,18-24 years old,"Employed, full-time",Remote,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Online Courses or Certification,,,3,3,"Developer, full-stack",,,,,India,INR	Indian rupee,,Python,Go;JavaScript;Python;Ruby;Rust,PostgreSQL,PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS),Django;React,Django;React,,,,,,,Windows,MacOS;Ubuntu,,,,,,,,,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"Yes, definitely",,Yes,Favorable,,,,,,,,,,,Yes,Individual contributor,3.0,,,,,,,,,,,,,,,,Too long,Easy,
76941,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54 years old,"Employed, full-time",Remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Stack Overflow,,40,23,Data scientist or machine learning specialist,"10,000 or more employees",I have little or no influence,,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,70000.0,Python,Julia;Python;Rust;Swift,Neo4J,DuckDB;Neo4J,Amazon Web Services (AWS),Amazon Web Services (AWS),,,Hadoop;Pandas,Hadoop;Scikit-Learn;TensorFlow,,,IPython;Jupyter Notebook/JupyterLab;PyCharm;Vim,Fleet;IPython;Jupyter Notebook/JupyterLab;PyCharm;Vim,iOS;iPadOS;MacOS,MacOS,,,Microsoft Teams;Signal,Microsoft Teams;Signal,,,,,Stack Overflow;Stack Exchange,Multiple times per day,No,,"No, not really","The main area of improvement would probably be in search, but summarising questions to provide better titles would also be useful.","No, and I don't plan to",,,,,,,,,,,,Yes,Individual contributor,23.0,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,1-2 times a week,1-2 times a week,1-2 times a week,15-30 minutes a day,15-30 minutes a day,,,Appropriate in length,Neither easy nor difficult,86897.0
77105,I agree,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Coding Bootcamp",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;How-to videos;Written Tutorials;Stack Overflow;Interactive tutorial,Coursera,20,15,Data scientist or machine learning specialist,"1,000 to 4,999 employees",I have some influence,Investigate,Ask developers I know/work with,India,INR	Indian rupee,,Python,Python,,,Amazon Web Services (AWS);Google Cloud,Amazon Web Services (AWS);Google Cloud,,,Keras;NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,NumPy;Opencv;Pandas;Scikit-Learn;Torch/PyTorch,,,,,MacOS;Ubuntu,MacOS;Ubuntu;Windows,,,Slack,Slack,,,,,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, definitely",,"No, but I plan to soon",Indifferent,,Neither trust nor distrust,,,,,,,,,No,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
77219,I agree,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Other (please specify):,,,6,6,"Developer, back-end",100 to 499 employees,I have little or no influence,,Start a free trial,India,INR	Indian rupee,,Python,Python,,,,,,,,,,,,,,,,,,,,,,,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,,Yes,Favorable,,Somewhat trust,,,,,,,,,Yes,Individual contributor,6.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Never,Never,Never,15-30 minutes a day,15-30 minutes a day,None of these,"Information Services, IT, Software Development, or other Technology",Too long,Easy,
77243,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Recorded coding sessions;Video-based Online Courses;Written-based Online Courses,Other;Udemy;Coursera,5,5,Cloud infrastructure engineer,"10,000 or more employees",I have some influence,Other,Start a free trial;Ask developers I know/work with;Research companies that have advertised on sites I visit;Ask a generative AI tool;Research companies that have emailed me,Turkey,TRY	Turkish lira,450000.0,Python,Go;Python,MySQL,Microsoft SQL Server;MySQL,OpenStack;VMware,Amazon Web Services (AWS);Google Cloud;OpenStack;VMware,Django;FastAPI;Flask,Angular;Django;FastAPI;Flask,Pandas,Apache Spark;Pandas,Ansible;Docker;Kubernetes;Pip,Ansible;Docker;Kubernetes;Pip,Atom;Notepad++;Spyder;Sublime Text;Visual Studio;Visual Studio Code,Atom;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Other Linux-based;Ubuntu;Windows;Windows Subsystem for Linux (WSL),Other Linux-based;Ubuntu;Windows;Windows Subsystem for Linux (WSL),,,Cisco Webex Teams;Google Meet;Microsoft Teams;Zoom,Cisco Webex Teams;Google Meet;Microsoft Teams;Zoom,ChatGPT;WolframAlpha,ChatGPT;WolframAlpha,,,Stack Overflow,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat","When AI comes in, I assume that the way we use stackoverflow will totally change.",Yes,Favorable,Speed up learning;Improve collaboration,Somewhat trust,Learning about a codebase;Documenting code,Writing code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Project planning,,,,,Writing code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Yes,Individual contributor,8.0,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,1-2 times a week,1-2 times a week,1-2 times a week,15-30 minutes a day,30-60 minutes a day,Microservices;Automated testing,,Appropriate in length,Neither easy nor difficult,21153.0
77332,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Not employed, but looking for work;Student, full-time",,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Friend or family member;Hackathons (virtual or in-person);Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);Coding Bootcamp","Formal documentation provided by the owner of the tech;Books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Click to write Choice 20;Certification videos",Udemy;Coursera,9,,Academic researcher,,,Given a list,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,India,,,Python,JavaScript;Python,,,Google Cloud,Google Cloud,,,CUDA;Keras;NumPy;Opencv;Scikit-Learn;TensorFlow,CUDA;Keras;NumPy;Opencv;Scikit-Learn;TensorFlow;Torch/PyTorch,Pip,Pip,Spyder,Spyder,Android;Ubuntu;Windows;Windows Subsystem for Linux (WSL),Android;Windows;Windows Subsystem for Linux (WSL),,,Google Chat;Google Meet;Whatsapp;Zoom,Google Chat;Google Meet;Whatsapp;Zoom,ChatGPT,ChatGPT,,,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Not sure,Good,Yes,Unfavorable,Increase productivity;Greater efficiency;Speed up learning;Improve collaboration,Highly trust,Learning about a codebase;Project planning,,Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
77442,I agree,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Blogs with tips and tricks;Books;How-to videos;Written Tutorials;Stack Overflow,,15,9,Data scientist or machine learning specialist,500 to 999 employees,I have some influence,Investigate,Ask developers I know/work with;Read ratings or reviews on third party sites like G2 Crowd,Greece,EUR European Euro,16000.0,Python,Python,,,,,Flask,Flask,Apache Kafka;CUDA;Keras;NumPy;Opencv;TensorFlow;Torch/PyTorch,Apache Kafka;CUDA;Keras;NumPy;Opencv;Pandas;TensorFlow;Torch/PyTorch,Docker;Pip,Docker;Pip,Notepad++;PyCharm;Vim,Notepad++;PyCharm;Vim,Ubuntu,Ubuntu,,,Cisco Webex Teams;Google Meet;Microsoft Teams;Skype;Zoom,Cisco Webex Teams;Google Meet;Microsoft Teams;Skype;Zoom,,,,,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, definitely",,"No, and I don't plan to",,,,,,,,,,,,Yes,Individual contributor,15.0,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Never,1-2 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,None of these,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Neither easy nor difficult,17134.0
77530,I agree,I code primarily as a hobby,Under 18 years old,"Not employed, and not looking for work",,,Primary/elementary school,"Books / Physical media;Colleague;Friend or family member;Hackathons (virtual or in-person);Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)",Recorded coding sessions;How-to videos,Codecademy,7,,,,,Investigate,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Netherlands,,,Python,Python,,,,,Svelte,,NumPy,NumPy,Visual Studio Solution,Visual Studio Solution,Visual Studio Code,Visual Studio Code,Windows,Windows,,,,,,,,,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",,"No, and I don't plan to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
77681,I agree,I code primarily as a hobby,25-34 years old,"Employed, full-time",In-person,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Books;Recorded coding sessions;How-to videos;Written Tutorials;Stack Overflow,,7,,Other (please specify):,,,Investigate,Ask developers I know/work with;Visit developer communities like Stack Overflow,United Kingdom of Great Britain and Northern Ireland,,,Python,Bash/Shell (all shells);C;Python;Rust;Zig,,,,,,,Pandas,Pandas,Homebrew;Pip,Cargo;GNU GCC;Homebrew;Pip,Jupyter Notebook/JupyterLab;Visual Studio Code,Neovim,iOS;MacOS,Windows;Windows Subsystem for Linux (WSL),Airtable;Asana;Confluence,Airtable;Asana;Confluence,Discord;Microsoft Teams;Slack;Whatsapp;Zoom,Discord;Microsoft Teams;Slack;Whatsapp,WolframAlpha,WolframAlpha,,,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really","AI is a useful tool for building, maintaining, and improving infrastructure.","No, and I don't plan to",,,,,,,,,,,,Yes,Individual contributor,3.0,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Never,1-2 times a week,1-2 times a week,30-60 minutes a day,60-120 minutes a day,,"Manufacturing, Transportation, or Supply Chain",Appropriate in length,Easy,
77711,I agree,I code primarily as a hobby,65 years or older,Retired,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;School (i.e., University, College, etc)",,,2,,,,,Investigate,Start a free trial,United States of America,,,Python,Python,SQLite,SQLite,,,,,NumPy;Pandas;Scikit-Learn,NumPy;Pandas;Scikit-Learn,,,Jupyter Notebook/JupyterLab,Jupyter Notebook/JupyterLab,Ubuntu,,,,,,ChatGPT;WolframAlpha,ChatGPT,,,Stack Overflow,A few times per week,Yes,A few times per month or weekly,"Yes, definitely",Stack Overflow should use AI tools.  AI could find similar questions and answers or could provide suggestions.,Yes,Very favorable,Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding,Somewhat trust,,Writing code;Debugging and getting help,,,,,,Writing code;Debugging and getting help,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
